2005-01-03, Steady Climb, SP500: +nan%, RSI: nan, VIX: 14.08, ATR: nan, BBW: nan, PrevState: None, Score: 2
2011-04-28, Steady Climb, SP500: +2.26%, RSI: 63.6, VIX: 14.62, ATR: 0.0044, BBW: 0.04, PrevState: Steady Climb, Score: 12
2011-04-29, Steady Climb, SP500: +1.96%, RSI: 68.3, VIX: 14.75, ATR: 0.0049, BBW: 0.05, PrevState: Steady Climb, Score: 12
2011-05-02, Steady Climb, SP500: +1.94%, RSI: 69.3, VIX: 15.99, ATR: 0.0051, BBW: 0.05, PrevState: Steady Climb, Score: 12
2011-05-03, Steady Climb, SP500: +0.70%, RSI: 73.6, VIX: 16.70, ATR: 0.0026, BBW: 0.05, PrevState: Steady Climb, Score: 6
2011-05-04, Trend Pullback, SP500: -0.62%, RSI: 66.6, VIX: 17.08, ATR: 0.0002, BBW: 0.06, PrevState: Steady Climb, Score: 10
2011-05-05, Steady Climb, SP500: -1.87%, RSI: 59.3, VIX: 18.20, ATR: -0.0025, BBW: 0.06, PrevState: Trend Pullback, Score: 6
2011-05-06, Trend Pullback, SP500: -1.72%, RSI: 59.3, VIX: 18.40, ATR: -0.0053, BBW: 0.06, PrevState: Steady Climb, Score: 12
2011-05-09, Orderly Decline, SP500: -1.10%, RSI: 70.1, VIX: 17.16, ATR: -0.0047, BBW: 0.06, PrevState: Trend Pullback, Score: 6
2011-05-10, Steady Climb, SP500: +0.04%, RSI: 71.0, VIX: 15.91, ATR: -0.0020, BBW: 0.06, PrevState: Orderly Decline, Score: 6
2011-05-11, Trend Pullback, SP500: -0.39%, RSI: 55.7, VIX: 16.95, ATR: 0.0023, BBW: 0.05, PrevState: Steady Climb, Score: 12
2011-05-12, Steady Climb, SP500: +1.01%, RSI: 55.5, VIX: 16.03, ATR: 0.0023, BBW: 0.05, PrevState: Trend Pullback, Score: 8
2011-05-13, Trend Pullback, SP500: -0.18%, RSI: 51.1, VIX: 17.07, ATR: 0.0009, BBW: 0.05, PrevState: Steady Climb, Score: 10
2011-05-16, Orderly Decline, SP500: -1.25%, RSI: 41.8, VIX: 18.24, ATR: -0.0019, BBW: 0.05, PrevState: Trend Pullback, Score: 8
2011-05-17, Orderly Decline, SP500: -2.08%, RSI: 36.6, VIX: 17.55, ATR: -0.0045, BBW: 0.04, PrevState: Orderly Decline, Score: 8
2011-05-18, Volatile Chop, SP500: -0.10%, RSI: 40.7, VIX: 16.23, ATR: -0.0034, BBW: 0.03, PrevState: Orderly Decline, Score: 6
2011-05-19, Steady Climb, SP500: -0.37%, RSI: 40.6, VIX: 15.52, ATR: -0.0018, BBW: 0.03, PrevState: Volatile Chop, Score: 6
2011-05-20, Trend Pullback, SP500: -0.34%, RSI: 37.8, VIX: 17.43, ATR: 0.0017, BBW: 0.03, PrevState: Steady Climb, Score: 10
2011-05-23, Orderly Decline, SP500: -0.91%, RSI: 34.4, VIX: 18.27, ATR: 0.0017, BBW: 0.04, PrevState: Trend Pullback, Score: 6
2011-05-24, Orderly Decline, SP500: -0.96%, RSI: 36.8, VIX: 17.82, ATR: -0.0023, BBW: 0.04, PrevState: Orderly Decline, Score: 8
2011-05-25, Orderly Decline, SP500: -1.51%, RSI: 43.3, VIX: 17.07, ATR: -0.0057, BBW: 0.04, PrevState: Orderly Decline, Score: 8
2011-05-26, Orderly Decline, SP500: -1.33%, RSI: 43.4, VIX: 16.09, ATR: -0.0048, BBW: 0.04, PrevState: Orderly Decline, Score: 8
2011-05-27, Steady Climb, SP500: -0.16%, RSI: 43.0, VIX: 15.98, ATR: -0.0009, BBW: 0.04, PrevState: Orderly Decline, Score: 6
2011-05-31, Steady Climb, SP500: +2.11%, RSI: 44.7, VIX: 15.45, ATR: 0.0027, BBW: 0.04, PrevState: Steady Climb, Score: 10
2011-06-01, Trend Pullback, SP500: -0.13%, RSI: 39.2, VIX: 18.30, ATR: 0.0052, BBW: 0.04, PrevState: Steady Climb, Score: 8
2011-06-02, Orderly Decline, SP500: -0.57%, RSI: 35.5, VIX: 18.09, ATR: 0.0006, BBW: 0.04, PrevState: Trend Pullback, Score: 8
2011-06-03, Orderly Decline, SP500: -1.93%, RSI: 34.9, VIX: 17.95, ATR: -0.0032, BBW: 0.04, PrevState: Orderly Decline, Score: 6
2011-06-06, Orderly Decline, SP500: -3.38%, RSI: 33.4, VIX: 18.49, ATR: -0.0073, BBW: 0.05, PrevState: Orderly Decline, Score: 6
2011-06-07, Sharp Decline, SP500: -4.48%, RSI: 33.2, VIX: 18.07, ATR: -0.0103, BBW: 0.06, PrevState: Orderly Decline, Score: 6
2011-06-08, Orderly Decline, SP500: -2.66%, RSI: 25.5, VIX: 18.79, ATR: -0.0067, BBW: 0.06, PrevState: Sharp Decline, Score: 6
2011-06-09, Orderly Decline, SP500: -1.82%, RSI: 29.2, VIX: 17.77, ATR: -0.0064, BBW: 0.06, PrevState: Orderly Decline, Score: 6
2011-06-10, Orderly Decline, SP500: -2.24%, RSI: 27.6, VIX: 18.86, ATR: -0.0023, BBW: 0.07, PrevState: Orderly Decline, Score: 6
2011-06-13, Orderly Decline, SP500: -1.11%, RSI: 31.6, VIX: 19.61, ATR: -0.0021, BBW: 0.07, PrevState: Orderly Decline, Score: 6
2011-06-14, Volatile Chop, SP500: +0.23%, RSI: 39.8, VIX: 18.26, ATR: -0.0027, BBW: 0.07, PrevState: Orderly Decline, Score: 6
2011-06-15, Orderly Decline, SP500: -1.11%, RSI: 32.5, VIX: 21.32, ATR: -0.0000, BBW: 0.08, PrevState: Volatile Chop, Score: 6
2011-06-16, Orderly Decline, SP500: -1.66%, RSI: 31.2, VIX: 22.73, ATR: -0.0024, BBW: 0.08, PrevState: Orderly Decline, Score: 4
2011-06-17, Volatile Chop, SP500: +0.04%, RSI: 30.5, VIX: 21.85, ATR: -0.0010, BBW: 0.08, PrevState: Orderly Decline, Score: 6
2011-06-20, Volatile Chop, SP500: +0.51%, RSI: 27.0, VIX: 19.99, ATR: -0.0016, BBW: 0.07, PrevState: Volatile Chop, Score: 6
2011-06-21, Volatile Chop, SP500: +0.59%, RSI: 42.8, VIX: 18.86, ATR: -0.0010, BBW: 0.07, PrevState: Volatile Chop, Score: 6
2011-06-22, Steady Climb, SP500: +1.72%, RSI: 40.7, VIX: 18.52, ATR: 0.0055, BBW: 0.07, PrevState: Volatile Chop, Score: 8
2011-06-23, Steady Climb, SP500: +1.25%, RSI: 43.6, VIX: 19.29, ATR: 0.0049, BBW: 0.07, PrevState: Steady Climb, Score: 6
2011-06-24, Trend Pullback, SP500: -0.24%, RSI: 43.2, VIX: 21.10, ATR: 0.0026, BBW: 0.07, PrevState: Steady Climb, Score: 8
2011-06-27, Volatile Chop, SP500: +0.14%, RSI: 48.3, VIX: 20.56, ATR: -0.0025, BBW: 0.06, PrevState: Trend Pullback, Score: 8
2011-06-28, Volatile Chop, SP500: +0.09%, RSI: 55.6, VIX: 19.17, ATR: -0.0038, BBW: 0.04, PrevState: Volatile Chop, Score: 6
2011-06-29, Steady Climb, SP500: +1.57%, RSI: 56.0, VIX: 17.27, ATR: 0.0012, BBW: 0.04, PrevState: Volatile Chop, Score: 10
2011-06-30, Steady Climb, SP500: +2.89%, RSI: 66.7, VIX: 16.52, ATR: 0.0058, BBW: 0.04, PrevState: Steady Climb, Score: 10
2011-07-01, Steady Climb, SP500: +5.61%, RSI: 70.3, VIX: 15.87, ATR: 0.0098, BBW: 0.06, PrevState: Steady Climb, Score: 10
2011-07-05, Steady Climb, SP500: +4.51%, RSI: 66.4, VIX: 16.06, ATR: 0.0107, BBW: 0.07, PrevState: Steady Climb, Score: 10
2011-07-06, Steady Climb, SP500: +3.28%, RSI: 78.1, VIX: 16.34, ATR: 0.0086, BBW: 0.08, PrevState: Steady Climb, Score: 8
2011-07-07, Steady Climb, SP500: +3.50%, RSI: 79.9, VIX: 15.95, ATR: 0.0060, BBW: 0.09, PrevState: Steady Climb, Score: 10
2011-07-08, Steady Climb, SP500: +1.75%, RSI: 74.3, VIX: 15.95, ATR: 0.0048, BBW: 0.09, PrevState: Steady Climb, Score: 10
2011-07-11, Trend Pullback, SP500: -1.51%, RSI: 62.4, VIX: 18.39, ATR: 0.0018, BBW: 0.09, PrevState: Steady Climb, Score: 10
2011-07-12, Steady Climb, SP500: -1.81%, RSI: 55.8, VIX: 19.87, ATR: -0.0025, BBW: 0.09, PrevState: Trend Pullback, Score: 6
2011-07-13, Trend Pullback, SP500: -1.61%, RSI: 60.1, VIX: 19.91, ATR: -0.0064, BBW: 0.09, PrevState: Steady Climb, Score: 10
2011-07-14, Steady Climb, SP500: -3.28%, RSI: 58.1, VIX: 20.80, ATR: -0.0077, BBW: 0.08, PrevState: Trend Pullback, Score: 6
2011-07-15, Steady Climb, SP500: -2.06%, RSI: 66.1, VIX: 19.53, ATR: -0.0054, BBW: 0.08, PrevState: Steady Climb, Score: 6
2011-07-18, Trend Pullback, SP500: -1.06%, RSI: 58.6, VIX: 20.95, ATR: -0.0009, BBW: 0.07, PrevState: Steady Climb, Score: 10
2011-07-19, Steady Climb, SP500: +1.00%, RSI: 59.9, VIX: 19.21, ATR: -0.0014, BBW: 0.07, PrevState: Trend Pullback, Score: 8
2011-07-20, Steady Climb, SP500: +0.62%, RSI: 56.5, VIX: 19.09, ATR: 0.0011, BBW: 0.07, PrevState: Steady Climb, Score: 8
2011-07-21, Steady Climb, SP500: +2.67%, RSI: 57.9, VIX: 17.56, ATR: 0.0033, BBW: 0.07, PrevState: Steady Climb, Score: 10
2011-07-22, Steady Climb, SP500: +2.19%, RSI: 52.1, VIX: 17.52, ATR: 0.0056, BBW: 0.07, PrevState: Steady Climb, Score: 10
2011-07-25, Steady Climb, SP500: +2.45%, RSI: 49.8, VIX: 19.35, ATR: 0.0072, BBW: 0.06, PrevState: Steady Climb, Score: 8
2011-07-26, Trend Pullback, SP500: +0.39%, RSI: 47.4, VIX: 20.23, ATR: 0.0030, BBW: 0.05, PrevState: Steady Climb, Score: 8
2011-07-27, Steady Climb, SP500: -1.58%, RSI: 34.1, VIX: 22.98, ATR: 0.0004, BBW: 0.05, PrevState: Trend Pullback, Score: 4
2011-07-28, Orderly Decline, SP500: -3.21%, RSI: 35.3, VIX: 23.74, ATR: -0.0070, BBW: 0.05, PrevState: Steady Climb, Score: 6
2011-07-29, Sharp Decline, SP500: -3.92%, RSI: 39.6, VIX: 25.25, ATR: -0.0094, BBW: 0.05, PrevState: Orderly Decline, Score: 8
2011-08-01, Sharp Decline, SP500: -3.78%, RSI: 39.8, VIX: 23.66, ATR: -0.0094, BBW: 0.06, PrevState: Sharp Decline, Score: 8
2011-08-02, Sharp Decline, SP500: -5.85%, RSI: 30.0, VIX: 24.79, ATR: -0.0082, BBW: 0.07, PrevState: Sharp Decline, Score: 8
2011-08-03, Sharp Decline, SP500: -3.41%, RSI: 34.5, VIX: 23.38, ATR: -0.0092, BBW: 0.08, PrevState: Sharp Decline, Score: 6
2011-08-04, Sharp Decline, SP500: -7.73%, RSI: 22.3, VIX: 31.66, ATR: -0.0099, BBW: 0.11, PrevState: Sharp Decline, Score: 8
2011-08-05, Sharp Decline, SP500: -7.19%, RSI: 23.4, VIX: 32.00, ATR: -0.0176, BBW: 0.13, PrevState: Sharp Decline, Score: 8
2011-08-08, Sharp Decline, SP500: -13.01%, RSI: 9.9, VIX: 48.00, ATR: -0.0205, BBW: 0.18, PrevState: Sharp Decline, Score: 8
2011-08-09, Sharp Decline, SP500: -6.50%, RSI: 25.3, VIX: 35.06, ATR: -0.0282, BBW: 0.20, PrevState: Sharp Decline, Score: 8
2011-08-10, Sharp Decline, SP500: -11.07%, RSI: 17.6, VIX: 42.99, ATR: -0.0229, BBW: 0.23, PrevState: Sharp Decline, Score: 8
2011-08-11, Sharp Decline, SP500: -2.29%, RSI: 28.2, VIX: 39.00, ATR: -0.0158, BBW: 0.24, PrevState: Sharp Decline, Score: 6
2011-08-12, Sharp Decline, SP500: -1.72%, RSI: 29.8, VIX: 36.36, ATR: -0.0044, BBW: 0.24, PrevState: Sharp Decline, Score: 4
2011-08-15, Steady Climb, SP500: +7.60%, RSI: 34.6, VIX: 31.87, ATR: 0.0099, BBW: 0.24, PrevState: Sharp Decline, Score: 8
2011-08-16, Steady Climb, SP500: +1.73%, RSI: 35.9, VIX: 32.85, ATR: 0.0102, BBW: 0.24, PrevState: Steady Climb, Score: 8
2011-08-17, Steady Climb, SP500: +6.53%, RSI: 36.5, VIX: 31.58, ATR: 0.0147, BBW: 0.24, PrevState: Steady Climb, Score: 6
2011-08-18, Sharp Decline, SP500: -2.73%, RSI: 32.8, VIX: 42.67, ATR: 0.0049, BBW: 0.24, PrevState: Steady Climb, Score: 6
2011-08-19, Sharp Decline, SP500: -4.69%, RSI: 31.9, VIX: 43.05, ATR: -0.0077, BBW: 0.23, PrevState: Sharp Decline, Score: 8
2011-08-22, Sharp Decline, SP500: -6.70%, RSI: 34.5, VIX: 42.44, ATR: -0.0190, BBW: 0.23, PrevState: Sharp Decline, Score: 8
2011-08-23, Sharp Decline, SP500: -2.55%, RSI: 39.1, VIX: 36.27, ATR: -0.0179, BBW: 0.21, PrevState: Sharp Decline, Score: 6
2011-08-24, Orderly Decline, SP500: -1.36%, RSI: 47.2, VIX: 35.90, ATR: -0.0068, BBW: 0.19, PrevState: Sharp Decline, Score: 6
2011-08-25, Steady Climb, SP500: +1.63%, RSI: 45.3, VIX: 39.76, ATR: 0.0097, BBW: 0.18, PrevState: Orderly Decline, Score: 8
2011-08-26, Steady Climb, SP500: +4.74%, RSI: 57.9, VIX: 35.59, ATR: 0.0106, BBW: 0.16, PrevState: Steady Climb, Score: 10
2011-08-29, Steady Climb, SP500: +7.68%, RSI: 55.5, VIX: 32.28, ATR: 0.0085, BBW: 0.14, PrevState: Steady Climb, Score: 10
2011-08-30, Steady Climb, SP500: +4.35%, RSI: 65.7, VIX: 32.89, ATR: 0.0078, BBW: 0.13, PrevState: Steady Climb, Score: 10
2011-08-31, Steady Climb, SP500: +3.51%, RSI: 59.4, VIX: 31.62, ATR: 0.0100, BBW: 0.11, PrevState: Steady Climb, Score: 10
2011-09-01, Steady Climb, SP500: +3.89%, RSI: 55.0, VIX: 31.82, ATR: 0.0129, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-09-02, Trend Pullback, SP500: -0.24%, RSI: 44.1, VIX: 33.92, ATR: 0.0055, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-09-06, Sharp Decline, SP500: -3.71%, RSI: 44.6, VIX: 37.00, ATR: -0.0069, BBW: 0.10, PrevState: Trend Pullback, Score: 6
2011-09-07, Steady Climb, SP500: -1.18%, RSI: 50.8, VIX: 33.38, ATR: -0.0117, BBW: 0.10, PrevState: Sharp Decline, Score: 6
2011-09-08, Steady Climb, SP500: -2.71%, RSI: 59.1, VIX: 34.32, ATR: -0.0067, BBW: 0.09, PrevState: Steady Climb, Score: 6
2011-09-09, Steady Climb, SP500: -4.17%, RSI: 55.8, VIX: 38.52, ATR: -0.0011, BBW: 0.10, PrevState: Steady Climb, Score: 6
2011-09-12, Trend Pullback, SP500: -1.00%, RSI: 57.1, VIX: 38.59, ATR: -0.0016, BBW: 0.10, PrevState: Steady Climb, Score: 10
2011-09-13, Steady Climb, SP500: +0.65%, RSI: 52.2, VIX: 36.91, ATR: -0.0043, BBW: 0.09, PrevState: Trend Pullback, Score: 8
2011-09-14, Trend Pullback, SP500: -0.83%, RSI: 52.3, VIX: 34.60, ATR: -0.0063, BBW: 0.09, PrevState: Steady Climb, Score: 10
2011-09-15, Steady Climb, SP500: +1.96%, RSI: 60.1, VIX: 31.97, ATR: 0.0020, BBW: 0.10, PrevState: Trend Pullback, Score: 10
2011-09-16, Steady Climb, SP500: +5.35%, RSI: 58.3, VIX: 30.98, ATR: 0.0112, BBW: 0.10, PrevState: Steady Climb, Score: 10
2011-09-19, Steady Climb, SP500: +3.60%, RSI: 48.6, VIX: 32.73, ATR: 0.0119, BBW: 0.09, PrevState: Steady Climb, Score: 8
2011-09-20, Steady Climb, SP500: +2.49%, RSI: 47.5, VIX: 32.86, ATR: 0.0075, BBW: 0.07, PrevState: Steady Climb, Score: 8
2011-09-21, Trend Pullback, SP500: -1.84%, RSI: 39.2, VIX: 37.32, ATR: 0.0019, BBW: 0.07, PrevState: Steady Climb, Score: 8
2011-09-22, Sharp Decline, SP500: -6.58%, RSI: 35.9, VIX: 41.35, ATR: -0.0087, BBW: 0.08, PrevState: Trend Pullback, Score: 8
2011-09-23, Sharp Decline, SP500: -6.54%, RSI: 42.2, VIX: 41.25, ATR: -0.0185, BBW: 0.09, PrevState: Sharp Decline, Score: 6
2011-09-26, Orderly Decline, SP500: -3.42%, RSI: 49.6, VIX: 39.02, ATR: -0.0179, BBW: 0.09, PrevState: Sharp Decline, Score: 6
2011-09-27, Orderly Decline, SP500: -2.22%, RSI: 45.1, VIX: 37.71, ATR: -0.0092, BBW: 0.09, PrevState: Orderly Decline, Score: 6
2011-09-28, Orderly Decline, SP500: -1.35%, RSI: 43.0, VIX: 41.08, ATR: 0.0044, BBW: 0.09, PrevState: Orderly Decline, Score: 6
2011-09-29, Steady Climb, SP500: +2.73%, RSI: 51.4, VIX: 38.84, ATR: 0.0071, BBW: 0.08, PrevState: Orderly Decline, Score: 10
2011-09-30, Trend Pullback, SP500: -0.44%, RSI: 43.8, VIX: 42.96, ATR: 0.0032, BBW: 0.09, PrevState: Steady Climb, Score: 8
2011-10-03, Sharp Decline, SP500: -5.48%, RSI: 36.4, VIX: 45.45, ATR: -0.0071, BBW: 0.10, PrevState: Trend Pullback, Score: 8
2011-10-04, Sharp Decline, SP500: -4.38%, RSI: 38.4, VIX: 40.82, ATR: -0.0153, BBW: 0.11, PrevState: Sharp Decline, Score: 8
2011-10-05, Orderly Decline, SP500: -0.61%, RSI: 38.3, VIX: 37.81, ATR: -0.0101, BBW: 0.11, PrevState: Sharp Decline, Score: 6
2011-10-06, Steady Climb, SP500: +0.39%, RSI: 41.3, VIX: 36.27, ATR: -0.0035, BBW: 0.11, PrevState: Orderly Decline, Score: 4
2011-10-07, Steady Climb, SP500: +2.12%, RSI: 41.6, VIX: 36.20, ATR: 0.0097, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-10-10, Steady Climb, SP500: +8.70%, RSI: 48.9, VIX: 33.02, ATR: 0.0128, BBW: 0.11, PrevState: Steady Climb, Score: 6
2011-10-11, Steady Climb, SP500: +6.37%, RSI: 54.9, VIX: 32.86, ATR: 0.0128, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-10-12, Steady Climb, SP500: +5.53%, RSI: 64.5, VIX: 31.26, ATR: 0.0110, BBW: 0.11, PrevState: Steady Climb, Score: 10
2011-10-13, Steady Climb, SP500: +3.32%, RSI: 62.7, VIX: 30.70, ATR: 0.0104, BBW: 0.11, PrevState: Steady Climb, Score: 10
2011-10-14, Steady Climb, SP500: +5.98%, RSI: 61.9, VIX: 28.24, ATR: 0.0089, BBW: 0.12, PrevState: Steady Climb, Score: 10
2011-10-17, Trend Pullback, SP500: +0.50%, RSI: 54.7, VIX: 33.39, ATR: 0.0056, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-10-18, Steady Climb, SP500: +2.50%, RSI: 63.7, VIX: 31.56, ATR: 0.0023, BBW: 0.12, PrevState: Trend Pullback, Score: 10
2011-10-19, Trend Pullback, SP500: +0.22%, RSI: 58.9, VIX: 34.44, ATR: 0.0028, BBW: 0.12, PrevState: Steady Climb, Score: 8
2011-10-20, Steady Climb, SP500: +0.97%, RSI: 66.6, VIX: 34.78, ATR: 0.0011, BBW: 0.12, PrevState: Trend Pullback, Score: 8
2011-10-21, Steady Climb, SP500: +1.12%, RSI: 78.5, VIX: 31.32, ATR: -0.0008, BBW: 0.13, PrevState: Steady Climb, Score: 6
2011-10-24, Steady Climb, SP500: +4.44%, RSI: 77.7, VIX: 29.26, ATR: 0.0052, BBW: 0.14, PrevState: Steady Climb, Score: 8
2011-10-25, Steady Climb, SP500: +0.30%, RSI: 67.7, VIX: 32.22, ATR: 0.0070, BBW: 0.14, PrevState: Steady Climb, Score: 6
2011-10-26, Steady Climb, SP500: +2.65%, RSI: 66.6, VIX: 29.86, ATR: 0.0062, BBW: 0.15, PrevState: Steady Climb, Score: 10
2011-10-27, Steady Climb, SP500: +5.69%, RSI: 74.4, VIX: 25.46, ATR: 0.0034, BBW: 0.16, PrevState: Steady Climb, Score: 8
2011-10-28, Steady Climb, SP500: +3.78%, RSI: 69.9, VIX: 24.53, ATR: 0.0063, BBW: 0.16, PrevState: Steady Climb, Score: 10
2011-10-31, Steady Climb, SP500: -0.07%, RSI: 61.2, VIX: 29.96, ATR: 0.0094, BBW: 0.14, PrevState: Steady Climb, Score: 6
2011-11-01, Trend Pullback, SP500: -0.88%, RSI: 52.0, VIX: 34.77, ATR: 0.0075, BBW: 0.12, PrevState: Steady Climb, Score: 10
2011-11-02, Steady Climb, SP500: -0.33%, RSI: 55.8, VIX: 32.74, ATR: -0.0064, BBW: 0.11, PrevState: Trend Pullback, Score: 6
2011-11-03, Trend Pullback, SP500: -1.82%, RSI: 56.1, VIX: 30.50, ATR: -0.0127, BBW: 0.10, PrevState: Steady Climb, Score: 10
2011-11-04, Steady Climb, SP500: -2.48%, RSI: 59.2, VIX: 30.16, ATR: -0.0050, BBW: 0.09, PrevState: Trend Pullback, Score: 6
2011-11-07, Steady Climb, SP500: +0.62%, RSI: 56.7, VIX: 29.85, ATR: 0.0034, BBW: 0.09, PrevState: Steady Climb, Score: 8
2011-11-08, Steady Climb, SP500: +4.73%, RSI: 62.4, VIX: 27.48, ATR: 0.0079, BBW: 0.09, PrevState: Steady Climb, Score: 10
2011-11-09, Trend Pullback, SP500: -0.71%, RSI: 52.2, VIX: 36.16, ATR: 0.0062, BBW: 0.08, PrevState: Steady Climb, Score: 10
2011-11-10, Steady Climb, SP500: -1.70%, RSI: 50.2, VIX: 32.81, ATR: -0.0033, BBW: 0.08, PrevState: Trend Pullback, Score: 6
2011-11-11, Steady Climb, SP500: +0.85%, RSI: 51.6, VIX: 30.04, ATR: -0.0047, BBW: 0.08, PrevState: Steady Climb, Score: 8
2011-11-14, Trend Pullback, SP500: -0.74%, RSI: 53.9, VIX: 31.13, ATR: -0.0025, BBW: 0.07, PrevState: Steady Climb, Score: 10
2011-11-15, Steady Climb, SP500: -1.42%, RSI: 52.8, VIX: 31.22, ATR: -0.0011, BBW: 0.07, PrevState: Trend Pullback, Score: 6
2011-11-16, Steady Climb, SP500: +0.64%, RSI: 40.9, VIX: 33.51, ATR: 0.0056, BBW: 0.06, PrevState: Steady Climb, Score: 6
2011-11-17, Trend Pullback, SP500: -1.90%, RSI: 37.8, VIX: 34.51, ATR: -0.0010, BBW: 0.06, PrevState: Steady Climb, Score: 8
2011-11-18, Sharp Decline, SP500: -3.81%, RSI: 42.5, VIX: 32.00, ATR: -0.0091, BBW: 0.07, PrevState: Trend Pullback, Score: 6
2011-11-21, Sharp Decline, SP500: -4.70%, RSI: 44.7, VIX: 32.91, ATR: -0.0096, BBW: 0.08, PrevState: Sharp Decline, Score: 6
2011-11-22, Sharp Decline, SP500: -5.55%, RSI: 38.8, VIX: 31.97, ATR: -0.0127, BBW: 0.09, PrevState: Sharp Decline, Score: 8
2011-11-23, Sharp Decline, SP500: -6.07%, RSI: 28.0, VIX: 33.98, ATR: -0.0104, BBW: 0.11, PrevState: Sharp Decline, Score: 8
2011-11-25, Sharp Decline, SP500: -4.72%, RSI: 28.7, VIX: 34.47, ATR: -0.0118, BBW: 0.12, PrevState: Sharp Decline, Score: 8
2011-11-28, Orderly Decline, SP500: -1.90%, RSI: 36.1, VIX: 32.13, ATR: -0.0122, BBW: 0.11, PrevState: Sharp Decline, Score: 6
2011-11-29, Steady Climb, SP500: +0.19%, RSI: 32.8, VIX: 30.64, ATR: -0.0025, BBW: 0.11, PrevState: Orderly Decline, Score: 4
2011-11-30, Steady Climb, SP500: +4.96%, RSI: 53.7, VIX: 27.80, ATR: 0.0036, BBW: 0.11, PrevState: Steady Climb, Score: 10
2011-12-01, Steady Climb, SP500: +7.13%, RSI: 51.1, VIX: 27.41, ATR: 0.0166, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-12-02, Steady Climb, SP500: +7.39%, RSI: 45.3, VIX: 27.52, ATR: 0.0182, BBW: 0.11, PrevState: Steady Climb, Score: 6
2011-12-05, Steady Climb, SP500: +5.41%, RSI: 51.3, VIX: 27.84, ATR: 0.0122, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-12-06, Steady Climb, SP500: +5.29%, RSI: 50.2, VIX: 28.13, ATR: 0.0096, BBW: 0.11, PrevState: Steady Climb, Score: 10
2011-12-07, Steady Climb, SP500: +1.13%, RSI: 56.5, VIX: 28.67, ATR: 0.0028, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-12-08, Trend Pullback, SP500: -0.82%, RSI: 54.7, VIX: 30.59, ATR: 0.0038, BBW: 0.11, PrevState: Steady Climb, Score: 10
2011-12-09, Steady Climb, SP500: +0.88%, RSI: 59.3, VIX: 26.38, ATR: -0.0013, BBW: 0.11, PrevState: Trend Pullback, Score: 8
2011-12-12, Trend Pullback, SP500: -1.64%, RSI: 60.4, VIX: 25.67, ATR: -0.0023, BBW: 0.11, PrevState: Steady Climb, Score: 8
2011-12-13, Steady Climb, SP500: -2.60%, RSI: 58.8, VIX: 25.41, ATR: -0.0041, BBW: 0.11, PrevState: Trend Pullback, Score: 6
2011-12-14, Steady Climb, SP500: -3.90%, RSI: 62.4, VIX: 26.04, ATR: -0.0056, BBW: 0.10, PrevState: Steady Climb, Score: 6
2011-12-15, Trend Pullback, SP500: -1.51%, RSI: 64.1, VIX: 25.11, ATR: -0.0061, BBW: 0.10, PrevState: Steady Climb, Score: 8
2011-12-16, Steady Climb, SP500: -2.83%, RSI: 57.9, VIX: 24.29, ATR: -0.0085, BBW: 0.10, PrevState: Trend Pullback, Score: 6
2011-12-19, Steady Climb, SP500: -2.52%, RSI: 52.8, VIX: 24.92, ATR: -0.0036, BBW: 0.10, PrevState: Steady Climb, Score: 6
2011-12-20, Steady Climb, SP500: +1.27%, RSI: 48.3, VIX: 23.22, ATR: -0.0027, BBW: 0.10, PrevState: Steady Climb, Score: 6
2011-12-21, Steady Climb, SP500: +2.63%, RSI: 49.7, VIX: 21.43, ATR: 0.0039, BBW: 0.10, PrevState: Steady Climb, Score: 8
2011-12-22, Steady Climb, SP500: +3.15%, RSI: 52.7, VIX: 21.16, ATR: 0.0062, BBW: 0.09, PrevState: Steady Climb, Score: 10
2011-12-23, Steady Climb, SP500: +3.74%, RSI: 52.3, VIX: 20.73, ATR: 0.0085, BBW: 0.07, PrevState: Steady Climb, Score: 10
2011-12-27, Steady Climb, SP500: +4.98%, RSI: 52.0, VIX: 21.91, ATR: 0.0105, BBW: 0.07, PrevState: Steady Climb, Score: 10
2011-12-28, Volatile Chop, SP500: +0.67%, RSI: 47.0, VIX: 23.52, ATR: 0.0056, BBW: 0.06, PrevState: Steady Climb, Score: 8
2011-12-29, Steady Climb, SP500: +1.55%, RSI: 58.2, VIX: 22.65, ATR: 0.0018, BBW: 0.06, PrevState: Volatile Chop, Score: 10
2011-12-30, Trend Pullback, SP500: +0.29%, RSI: 50.8, VIX: 23.40, ATR: 0.0002, BBW: 0.06, PrevState: Steady Climb, Score: 8
2012-01-03, Steady Climb, SP500: +0.93%, RSI: 62.6, VIX: 22.97, ATR: -0.0014, BBW: 0.07, PrevState: Trend Pullback, Score: 8
2012-01-04, Steady Climb, SP500: +0.94%, RSI: 67.1, VIX: 22.22, ATR: 0.0024, BBW: 0.07, PrevState: Steady Climb, Score: 8
