2005-01-03, Volatile Chop, 5d%: +nan%, MA20: +nan, RSI: nan, VIX: 14.08, ATR: nan, BBW: nan, Score: [0, -2, -1], Dist: 2.24
2011-01-05, Steady Climb, 5d%: +1.33%, MA20: +2.15, RSI: 88.9, VIX: 17.02, ATR: 0.0027, BBW: 0.04, Score: [3, 2, 2], Dist: 1.41
2011-01-06, Steady Climb, 5d%: +1.27%, MA20: +2.15, RSI: 82.2, VIX: 17.40, ATR: 0.0039, BBW: 0.04, Score: [3, 2, 2], Dist: 1.41
2011-01-07, Steady Climb, 5d%: +1.10%, MA20: +2.10, RSI: 77.9, VIX: 17.14, ATR: 0.0029, BBW: 0.04, Score: [3, 2, 2], Dist: 1.41
2011-01-10, Steady Climb, 5d%: -0.17%, MA20: +2.02, RSI: 73.6, VIX: 17.54, ATR: 0.0002, BBW: 0.04, Score: [2, 2, 2], Dist: 1.00
2011-01-11, Steady Climb, 5d%: +0.34%, MA20: +1.97, RSI: 72.0, VIX: 16.89, ATR: -0.0005, BBW: 0.04, Score: [2, 2, 2], Dist: 1.00
2011-01-12, Steady Climb, 5d%: +0.74%, MA20: +1.95, RSI: 75.8, VIX: 16.24, ATR: -0.0006, BBW: 0.04, Score: [3, 2, 2], Dist: 1.41
2011-01-13, Steady Climb, 5d%: +0.78%, MA20: +2.06, RSI: 75.6, VIX: 16.39, ATR: 0.0021, BBW: 0.04, Score: [3, 2, 2], Dist: 1.41
2011-01-14, Steady Climb, 5d%: +1.71%, MA20: +1.97, RSI: 79.1, VIX: 15.46, ATR: 0.0031, BBW: 0.04, Score: [3, 2, 3], Dist: 1.73
2011-01-18, Steady Climb, 5d%: +1.99%, MA20: +2.06, RSI: 79.4, VIX: 15.87, ATR: 0.0043, BBW: 0.04, Score: [3, 2, 3], Dist: 1.73
2011-01-19, Steady Climb, 5d%: +0.58%, MA20: +2.12, RSI: 65.0, VIX: 17.31, ATR: 0.0038, BBW: 0.04, Score: [3, 1, 2], Dist: 1.00
2011-01-20, Steady Climb, 5d%: -0.44%, MA20: +1.97, RSI: 65.2, VIX: 17.99, ATR: 0.0002, BBW: 0.04, Score: [2, 2, 2], Dist: 1.00
2011-01-21, Steady Climb, 5d%: -0.03%, MA20: +1.86, RSI: 66.8, VIX: 18.47, ATR: -0.0014, BBW: 0.04, Score: [2, 2, 2], Dist: 1.00
2011-01-24, Steady Climb, 5d%: -0.19%, MA20: +1.82, RSI: 63.6, VIX: 17.65, ATR: -0.0027, BBW: 0.04, Score: [2, 1, 2], Dist: 0.00
2011-01-25, Steady Climb, 5d%: -0.30%, MA20: +1.82, RSI: 65.3, VIX: 17.59, ATR: -0.0005, BBW: 0.04, Score: [2, 2, 2], Dist: 1.00
2011-01-26, Steady Climb, 5d%: +1.15%, MA20: +1.78, RSI: 64.8, VIX: 16.64, ATR: 0.0022, BBW: 0.04, Score: [3, 1, 2], Dist: 1.00
2011-01-27, Steady Climb, 5d%: +1.51%, MA20: +1.79, RSI: 68.9, VIX: 16.15, ATR: 0.0031, BBW: 0.04, Score: [3, 2, 2], Dist: 1.41
2011-01-28, Steady Climb, 5d%: -0.55%, MA20: +1.80, RSI: 52.7, VIX: 20.04, ATR: 0.0030, BBW: 0.03, Score: [1, 1, 1], Dist: 1.41
2011-01-31, Steady Climb, 5d%: -0.37%, MA20: +1.39, RSI: 58.5, VIX: 19.53, ATR: -0.0016, BBW: 0.03, Score: [2, 1, 2], Dist: 0.00
2011-02-01, Steady Climb, 5d%: +1.27%, MA20: +1.09, RSI: 64.6, VIX: 17.63, ATR: -0.0023, BBW: 0.03, Score: [3, 1, 2], Dist: 1.00
2011-02-02, Steady Climb, 5d%: +0.57%, MA20: +1.28, RSI: 58.6, VIX: 17.30, ATR: 0.0007, BBW: 0.03, Score: [3, 1, 2], Dist: 1.00
2011-02-03, Steady Climb, 5d%: +0.58%, MA20: +1.33, RSI: 61.0, VIX: 16.69, ATR: 0.0031, BBW: 0.04, Score: [3, 1, 2], Dist: 1.00
2011-02-04, Steady Climb, 5d%: +2.71%, MA20: +1.48, RSI: 58.8, VIX: 15.93, ATR: 0.0061, BBW: 0.04, Score: [4, 1, 3], Dist: 2.24
2011-02-07, Steady Climb, 5d%: +2.56%, MA20: +1.60, RSI: 61.2, VIX: 16.28, ATR: 0.0037, BBW: 0.04, Score: [4, 1, 2], Dist: 2.00
2011-02-08, Steady Climb, 5d%: +1.30%, MA20: +1.74, RSI: 71.4, VIX: 15.81, ATR: 0.0022, BBW: 0.04, Score: [3, 2, 3], Dist: 1.73
2011-02-09, Steady Climb, 5d%: +1.29%, MA20: +1.86, RSI: 70.0, VIX: 15.87, ATR: 0.0040, BBW: 0.04, Score: [3, 2, 3], Dist: 1.73
2011-02-10, Steady Climb, 5d%: +1.13%, MA20: +1.91, RSI: 69.4, VIX: 16.09, ATR: 0.0031, BBW: 0.05, Score: [3, 2, 2], Dist: 1.41
2011-02-11, Steady Climb, 5d%: +1.39%, MA20: +2.10, RSI: 69.3, VIX: 15.69, ATR: 0.0018, BBW: 0.05, Score: [3, 2, 3], Dist: 1.73
2011-02-14, Steady Climb, 5d%: +1.01%, MA20: +2.30, RSI: 70.2, VIX: 15.95, ATR: 0.0013, BBW: 0.05, Score: [3, 2, 3], Dist: 1.73
2011-02-15, Steady Climb, 5d%: +0.26%, MA20: +2.62, RSI: 65.6, VIX: 16.37, ATR: 0.0018, BBW: 0.06, Score: [2, 2, 2], Dist: 1.00
2011-02-16, Steady Climb, 5d%: +1.17%, MA20: +2.86, RSI: 67.3, VIX: 16.72, ATR: 0.0018, BBW: 0.06, Score: [3, 2, 2], Dist: 1.41
2011-02-17, Steady Climb, 5d%: +1.40%, MA20: +2.95, RSI: 86.7, VIX: 16.59, ATR: 0.0021, BBW: 0.06, Score: [3, 2, 2], Dist: 1.41
2011-02-18, Steady Climb, 5d%: +1.04%, MA20: +3.00, RSI: 85.6, VIX: 16.43, ATR: 0.0020, BBW: 0.06, Score: [3, 2, 2], Dist: 1.41
2011-02-22, Steady Climb, 5d%: -1.27%, MA20: +3.04, RSI: 54.6, VIX: 20.80, ATR: 0.0026, BBW: 0.06, Score: [1, 1, 1], Dist: 1.41
2011-02-23, Steady Climb, 5d%: -1.55%, MA20: +2.72, RSI: 51.9, VIX: 22.13, ATR: -0.0014, BBW: 0.05, Score: [1, 1, 1], Dist: 1.41
2011-02-24, Trend Pullback, 5d%: -2.26%, MA20: +2.24, RSI: 49.4, VIX: 21.32, ATR: -0.0063, BBW: 0.05, Score: [0, 0, 1], Dist: 1.73
2011-02-25, Steady Climb, 5d%: -1.53%, MA20: +1.82, RSI: 54.6, VIX: 19.22, ATR: -0.0079, BBW: 0.05, Score: [1, 1, 2], Dist: 1.00
2011-02-28, Steady Climb, 5d%: -1.18%, MA20: +1.62, RSI: 54.2, VIX: 18.35, ATR: -0.0042, BBW: 0.04, Score: [1, 1, 2], Dist: 1.00
2011-03-01, Steady Climb, 5d%: -0.69%, MA20: +1.13, RSI: 42.0, VIX: 21.01, ATR: 0.0028, BBW: 0.04, Score: [1, 0, 1], Dist: 1.73
2011-03-02, Steady Climb, 5d%: +0.08%, MA20: +0.42, RSI: 44.4, VIX: 20.70, ATR: 0.0015, BBW: 0.04, Score: [1, 0, 1], Dist: 1.73
2011-03-03, Steady Climb, 5d%: +1.90%, MA20: +0.04, RSI: 53.4, VIX: 18.60, ATR: -0.0007, BBW: 0.04, Score: [1, 1, 2], Dist: 1.00
2011-03-04, Steady Climb, 5d%: +0.10%, MA20: -0.06, RSI: 47.1, VIX: 19.06, ATR: 0.0003, BBW: 0.03, Score: [0, 0, 2], Dist: 2.24
2011-03-07, Orderly Decline, 5d%: -1.29%, MA20: -0.30, RSI: 42.3, VIX: 20.66, ATR: 0.0010, BBW: 0.03, Score: [-2, 0, 1], Dist: 1.00
2011-03-08, Orderly Decline, 5d%: +1.19%, MA20: -0.66, RSI: 48.0, VIX: 19.82, ATR: 0.0015, BBW: 0.03, Score: [-1, 0, 2], Dist: 1.73
2011-03-09, Trend Pullback, 5d%: +0.89%, MA20: -0.73, RSI: 44.4, VIX: 20.22, ATR: 0.0004, BBW: 0.03, Score: [-1, 0, 1], Dist: 1.41
2011-03-10, Orderly Decline, 5d%: -2.69%, MA20: -0.73, RSI: 36.3, VIX: 21.88, ATR: -0.0016, BBW: 0.04, Score: [-4, -2, 1], Dist: 2.24
2011-03-11, Orderly Decline, 5d%: -1.28%, MA20: -1.14, RSI: 38.7, VIX: 20.08, ATR: -0.0032, BBW: 0.04, Score: [-3, -2, 1], Dist: 1.41
2011-03-14, Orderly Decline, 5d%: -1.05%, MA20: -1.37, RSI: 43.7, VIX: 21.13, ATR: -0.0030, BBW: 0.04, Score: [-3, 0, 1], Dist: 1.41
2011-03-15, Orderly Decline, 5d%: -3.02%, MA20: -1.57, RSI: 42.0, VIX: 24.32, ATR: -0.0052, BBW: 0.05, Score: [-4, 0, 1], Dist: 2.24
2011-03-16, Sharp Decline, 5d%: -4.78%, MA20: -1.87, RSI: 36.5, VIX: 29.40, ATR: -0.0060, BBW: 0.06, Score: [-4, -2, 0], Dist: 2.24
2011-03-17, Orderly Decline, 5d%: -1.65%, MA20: -2.53, RSI: 37.6, VIX: 26.37, ATR: -0.0078, BBW: 0.07, Score: [-3, -2, 0], Dist: 1.73
2011-03-18, Orderly Decline, 5d%: -1.92%, MA20: -2.71, RSI: 36.9, VIX: 24.44, ATR: -0.0079, BBW: 0.06, Score: [-3, -2, 1], Dist: 1.41
2011-03-21, Orderly Decline, 5d%: +0.15%, MA20: -2.65, RSI: 47.8, VIX: 20.61, ATR: -0.0033, BBW: 0.06, Score: [-2, 0, 1], Dist: 1.00
2011-03-22, Trend Pullback, 5d%: +0.93%, MA20: -2.18, RSI: 46.0, VIX: 20.21, ATR: 0.0043, BBW: 0.06, Score: [-1, 0, 1], Dist: 1.41
2011-03-23, Orderly Decline, 5d%: +3.23%, MA20: -2.14, RSI: 39.9, VIX: 19.17, ATR: 0.0076, BBW: 0.06, Score: [0, -2, 2], Dist: 2.45
2011-03-24, Steady Climb, 5d%: +2.82%, MA20: -2.15, RSI: 46.6, VIX: 18.00, ATR: 0.0047, BBW: 0.06, Score: [0, 0, 2], Dist: 2.24
2011-03-25, Steady Climb, 5d%: +2.70%, MA20: -1.99, RSI: 51.1, VIX: 17.91, ATR: 0.0046, BBW: 0.06, Score: [0, 1, 2], Dist: 2.00
2011-03-28, Orderly Decline, 5d%: +0.91%, MA20: -1.56, RSI: 46.2, VIX: 19.44, ATR: 0.0036, BBW: 0.06, Score: [-1, 0, 2], Dist: 1.73
2011-03-29, Orderly Decline, 5d%: +1.98%, MA20: -1.05, RSI: 49.8, VIX: 18.16, ATR: 0.0037, BBW: 0.06, Score: [-1, 0, 2], Dist: 1.73
2011-03-30, Steady Climb, 5d%: +2.37%, MA20: -0.72, RSI: 61.5, VIX: 17.71, ATR: 0.0033, BBW: 0.06, Score: [0, 1, 2], Dist: 2.00
2011-03-31, Steady Climb, 5d%: +1.23%, MA20: -0.25, RSI: 57.8, VIX: 17.74, ATR: 0.0032, BBW: 0.06, Score: [0, 1, 2], Dist: 2.00
2011-04-01, Steady Climb, 5d%: +1.42%, MA20: +0.52, RSI: 63.2, VIX: 17.40, ATR: 0.0032, BBW: 0.06, Score: [3, 1, 2], Dist: 1.00
2011-04-04, Steady Climb, 5d%: +1.73%, MA20: +1.23, RSI: 70.9, VIX: 17.50, ATR: 0.0038, BBW: 0.06, Score: [3, 2, 2], Dist: 1.41
2011-04-05, Steady Climb, 5d%: +1.00%, MA20: +1.75, RSI: 88.8, VIX: 17.25, ATR: 0.0023, BBW: 0.07, Score: [3, 2, 2], Dist: 1.41
2011-04-06, Steady Climb, 5d%: +0.55%, MA20: +2.43, RSI: 87.0, VIX: 16.90, ATR: 0.0012, BBW: 0.07, Score: [3, 2, 2], Dist: 1.41
2011-04-07, Steady Climb, 5d%: +0.58%, MA20: +3.10, RSI: 83.9, VIX: 17.11, ATR: 0.0015, BBW: 0.07, Score: [3, 2, 2], Dist: 1.41
2011-04-08, Steady Climb, 5d%: -0.32%, MA20: +3.32, RSI: 72.5, VIX: 17.87, ATR: 0.0004, BBW: 0.07, Score: [2, 2, 2], Dist: 1.00
2011-04-11, Steady Climb, 5d%: -0.63%, MA20: +3.55, RSI: 73.5, VIX: 16.59, ATR: -0.0006, BBW: 0.07, Score: [1, 2, 2], Dist: 1.41
2011-04-12, Steady Climb, 5d%: -1.39%, MA20: +3.58, RSI: 61.6, VIX: 17.09, ATR: -0.0018, BBW: 0.07, Score: [1, 1, 2], Dist: 1.00
2011-04-13, Steady Climb, 5d%: -1.58%, MA20: +3.18, RSI: 54.0, VIX: 16.92, ATR: -0.0039, BBW: 0.06, Score: [1, 1, 2], Dist: 1.00
2011-04-14, Steady Climb, 5d%: -1.42%, MA20: +2.34, RSI: 50.6, VIX: 16.27, ATR: -0.0040, BBW: 0.05, Score: [1, 1, 2], Dist: 1.00
2011-04-15, Steady Climb, 5d%: -0.64%, MA20: +1.69, RSI: 58.2, VIX: 15.32, ATR: -0.0028, BBW: 0.04, Score: [1, 1, 3], Dist: 1.41
2011-04-18, Steady Climb, 5d%: -1.46%, MA20: +1.13, RSI: 38.6, VIX: 16.96, ATR: -0.0007, BBW: 0.04, Score: [1, -2, 2], Dist: 3.16
2011-04-19, Steady Climb, 5d%: -0.12%, MA20: +0.61, RSI: 37.3, VIX: 15.83, ATR: -0.0010, BBW: 0.03, Score: [2, -2, 3], Dist: 3.16
2011-04-20, Steady Climb, 5d%: +1.21%, MA20: +0.11, RSI: 52.9, VIX: 15.07, ATR: -0.0010, BBW: 0.03, Score: [1, 1, 3], Dist: 1.41
2011-04-21, Steady Climb, 5d%: +1.74%, MA20: -0.10, RSI: 53.2, VIX: 14.69, ATR: 0.0018, BBW: 0.03, Score: [1, 1, 3], Dist: 1.41
2011-04-25, Steady Climb, 5d%: +1.18%, MA20: -0.08, RSI: 51.5, VIX: 15.77, ATR: 0.0045, BBW: 0.03, Score: [1, 1, 3], Dist: 1.41
2011-04-26, Steady Climb, 5d%: +3.23%, MA20: -0.05, RSI: 58.1, VIX: 15.62, ATR: 0.0063, BBW: 0.03, Score: [2, 1, 3], Dist: 1.00
2011-04-27, Steady Climb, 5d%: +3.28%, MA20: +0.05, RSI: 60.5, VIX: 15.35, ATR: 0.0055, BBW: 0.04, Score: [2, 1, 3], Dist: 1.00
2011-04-28, Steady Climb, 5d%: +2.26%, MA20: +0.36, RSI: 63.6, VIX: 14.62, ATR: 0.0044, BBW: 0.04, Score: [3, 1, 3], Dist: 1.41
2011-04-29, Steady Climb, 5d%: +1.96%, MA20: +0.83, RSI: 68.3, VIX: 14.75, ATR: 0.0049, BBW: 0.05, Score: [3, 2, 3], Dist: 1.73
2011-05-02, Steady Climb, 5d%: +1.94%, MA20: +1.26, RSI: 69.3, VIX: 15.99, ATR: 0.0051, BBW: 0.05, Score: [3, 2, 3], Dist: 1.73
2011-05-03, Steady Climb, 5d%: +0.70%, MA20: +1.70, RSI: 73.6, VIX: 16.70, ATR: 0.0026, BBW: 0.05, Score: [3, 2, 2], Dist: 1.41
2011-05-04, Steady Climb, 5d%: -0.62%, MA20: +2.03, RSI: 66.6, VIX: 17.08, ATR: 0.0002, BBW: 0.06, Score: [1, 2, 2], Dist: 1.41
2011-05-05, Steady Climb, 5d%: -1.87%, MA20: +2.20, RSI: 59.3, VIX: 18.20, ATR: -0.0025, BBW: 0.06, Score: [1, 1, 2], Dist: 1.00
2011-05-06, Steady Climb, 5d%: -1.72%, MA20: +2.21, RSI: 59.3, VIX: 18.40, ATR: -0.0053, BBW: 0.06, Score: [1, 1, 2], Dist: 1.00
2011-05-09, Steady Climb, 5d%: -1.10%, MA20: +2.27, RSI: 70.1, VIX: 17.16, ATR: -0.0047, BBW: 0.06, Score: [1, 2, 2], Dist: 1.41
2011-05-10, Steady Climb, 5d%: +0.04%, MA20: +2.32, RSI: 71.0, VIX: 15.91, ATR: -0.0020, BBW: 0.06, Score: [2, 2, 3], Dist: 1.41
2011-05-11, Steady Climb, 5d%: -0.39%, MA20: +2.43, RSI: 55.7, VIX: 16.95, ATR: 0.0023, BBW: 0.05, Score: [2, 1, 2], Dist: 0.00
2011-05-12, Steady Climb, 5d%: +1.01%, MA20: +2.12, RSI: 55.5, VIX: 16.03, ATR: 0.0023, BBW: 0.05, Score: [3, 1, 2], Dist: 1.00
2011-05-13, Steady Climb, 5d%: -0.18%, MA20: +1.87, RSI: 51.1, VIX: 17.07, ATR: 0.0009, BBW: 0.05, Score: [2, 1, 2], Dist: 0.00
2011-05-16, Steady Climb, 5d%: -1.25%, MA20: +1.41, RSI: 41.8, VIX: 18.24, ATR: -0.0019, BBW: 0.05, Score: [1, 0, 2], Dist: 1.41
2011-05-17, Orderly Decline, 5d%: -2.08%, MA20: +0.88, RSI: 36.6, VIX: 17.55, ATR: -0.0045, BBW: 0.04, Score: [0, -2, 2], Dist: 2.45
2011-05-18, Steady Climb, 5d%: -0.10%, MA20: +0.10, RSI: 40.7, VIX: 16.23, ATR: -0.0034, BBW: 0.03, Score: [0, 0, 2], Dist: 2.24
2011-05-19, Orderly Decline, 5d%: -0.37%, MA20: -0.44, RSI: 40.6, VIX: 15.52, ATR: -0.0018, BBW: 0.03, Score: [-1, 0, 3], Dist: 2.45
2011-05-20, Orderly Decline, 5d%: -0.34%, MA20: -0.69, RSI: 37.8, VIX: 17.43, ATR: 0.0017, BBW: 0.03, Score: [-2, -2, 2], Dist: 1.41
2011-05-23, Orderly Decline, 5d%: -0.91%, MA20: -1.00, RSI: 34.4, VIX: 18.27, ATR: 0.0017, BBW: 0.04, Score: [-3, -2, 2], Dist: 1.73
2011-05-24, Orderly Decline, 5d%: -0.96%, MA20: -1.56, RSI: 36.8, VIX: 17.82, ATR: -0.0023, BBW: 0.04, Score: [-3, -2, 2], Dist: 1.73
2011-05-25, Orderly Decline, 5d%: -1.51%, MA20: -1.93, RSI: 43.3, VIX: 17.07, ATR: -0.0057, BBW: 0.04, Score: [-3, 0, 2], Dist: 1.73
2011-05-26, Orderly Decline, 5d%: -1.33%, MA20: -2.05, RSI: 43.4, VIX: 16.09, ATR: -0.0048, BBW: 0.04, Score: [-3, 0, 2], Dist: 1.73
2011-05-27, Orderly Decline, 5d%: -0.16%, MA20: -1.97, RSI: 43.0, VIX: 15.98, ATR: -0.0009, BBW: 0.04, Score: [-2, 0, 3], Dist: 2.24
2011-05-31, Steady Climb, 5d%: +2.11%, MA20: -1.72, RSI: 44.7, VIX: 15.45, ATR: 0.0027, BBW: 0.04, Score: [0, 0, 3], Dist: 2.45
2011-06-01, Orderly Decline, 5d%: -0.13%, MA20: -1.25, RSI: 39.2, VIX: 18.30, ATR: 0.0052, BBW: 0.04, Score: [-2, -2, 2], Dist: 1.41
2011-06-02, Orderly Decline, 5d%: -0.57%, MA20: -1.26, RSI: 35.5, VIX: 18.09, ATR: 0.0006, BBW: 0.04, Score: [-3, -2, 2], Dist: 1.73
2011-06-03, Orderly Decline, 5d%: -1.93%, MA20: -1.38, RSI: 34.9, VIX: 17.95, ATR: -0.0032, BBW: 0.04, Score: [-3, -2, 2], Dist: 1.73
2011-06-06, Orderly Decline, 5d%: -3.38%, MA20: -1.83, RSI: 33.4, VIX: 18.49, ATR: -0.0073, BBW: 0.05, Score: [-4, -2, 2], Dist: 2.45
2011-06-07, Orderly Decline, 5d%: -4.48%, MA20: -2.34, RSI: 33.2, VIX: 18.07, ATR: -0.0103, BBW: 0.06, Score: [-4, -2, 2], Dist: 2.45
2011-06-08, Orderly Decline, 5d%: -2.66%, MA20: -2.70, RSI: 25.5, VIX: 18.79, ATR: -0.0067, BBW: 0.06, Score: [-4, -2, 2], Dist: 2.45
2011-06-09, Orderly Decline, 5d%: -1.82%, MA20: -2.86, RSI: 29.2, VIX: 17.77, ATR: -0.0064, BBW: 0.06, Score: [-3, -2, 2], Dist: 1.73
2011-06-10, Orderly Decline, 5d%: -2.24%, MA20: -3.02, RSI: 27.6, VIX: 18.86, ATR: -0.0023, BBW: 0.07, Score: [-4, -2, 2], Dist: 2.45
2011-06-13, Orderly Decline, 5d%: -1.11%, MA20: -3.24, RSI: 31.6, VIX: 19.61, ATR: -0.0021, BBW: 0.07, Score: [-3, -2, 2], Dist: 1.73
2011-06-14, Orderly Decline, 5d%: +0.23%, MA20: -3.51, RSI: 39.8, VIX: 18.26, ATR: -0.0027, BBW: 0.07, Score: [-2, -2, 2], Dist: 1.41
2011-06-15, Orderly Decline, 5d%: -1.11%, MA20: -3.58, RSI: 32.5, VIX: 21.32, ATR: -0.0000, BBW: 0.08, Score: [-3, -2, 1], Dist: 1.41
2011-06-16, Orderly Decline, 5d%: -1.66%, MA20: -3.92, RSI: 31.2, VIX: 22.73, ATR: -0.0024, BBW: 0.08, Score: [-3, -2, 1], Dist: 1.41
2011-06-17, Orderly Decline, 5d%: +0.04%, MA20: -3.95, RSI: 30.5, VIX: 21.85, ATR: -0.0010, BBW: 0.08, Score: [-2, -2, 1], Dist: 1.00
2011-06-20, Orderly Decline, 5d%: +0.51%, MA20: -3.76, RSI: 27.0, VIX: 19.99, ATR: -0.0016, BBW: 0.07, Score: [-1, -2, 2], Dist: 1.73
2011-06-21, Orderly Decline, 5d%: +0.59%, MA20: -3.54, RSI: 42.8, VIX: 18.86, ATR: -0.0010, BBW: 0.07, Score: [-1, 0, 2], Dist: 1.73
2011-06-22, Orderly Decline, 5d%: +1.72%, MA20: -3.23, RSI: 40.7, VIX: 18.52, ATR: 0.0055, BBW: 0.07, Score: [-1, 0, 2], Dist: 1.73
2011-06-23, Orderly Decline, 5d%: +1.25%, MA20: -3.03, RSI: 43.6, VIX: 19.29, ATR: 0.0049, BBW: 0.07, Score: [-1, 0, 2], Dist: 1.73
2011-06-24, Orderly Decline, 5d%: -0.24%, MA20: -2.77, RSI: 43.2, VIX: 21.10, ATR: 0.0026, BBW: 0.07, Score: [-2, 0, 1], Dist: 1.00
2011-06-27, Orderly Decline, 5d%: +0.14%, MA20: -2.59, RSI: 48.3, VIX: 20.56, ATR: -0.0025, BBW: 0.06, Score: [-2, 0, 1], Dist: 1.00
2011-06-28, Trend Pullback, 5d%: +0.09%, MA20: -2.07, RSI: 55.6, VIX: 19.17, ATR: -0.0038, BBW: 0.04, Score: [-2, 1, 2], Dist: 2.24
2011-06-29, Trend Pullback, 5d%: +1.57%, MA20: -1.01, RSI: 56.0, VIX: 17.27, ATR: 0.0012, BBW: 0.04, Score: [-1, 1, 2], Dist: 2.00
2011-06-30, Steady Climb, 5d%: +2.89%, MA20: -0.21, RSI: 66.7, VIX: 16.52, ATR: 0.0058, BBW: 0.04, Score: [1, 2, 2], Dist: 1.41
2011-07-01, Steady Climb, 5d%: +5.61%, MA20: +0.76, RSI: 70.3, VIX: 15.87, ATR: 0.0098, BBW: 0.06, Score: [4, 2, 3], Dist: 2.45
2011-07-05, Steady Climb, 5d%: +4.51%, MA20: +1.79, RSI: 66.4, VIX: 16.06, ATR: 0.0107, BBW: 0.07, Score: [4, 2, 1], Dist: 2.45
2011-07-06, Steady Climb, 5d%: +3.28%, MA20: +2.51, RSI: 78.1, VIX: 16.34, ATR: 0.0086, BBW: 0.08, Score: [4, 2, 2], Dist: 2.24
2011-07-07, Steady Climb, 5d%: +3.50%, MA20: +3.16, RSI: 79.9, VIX: 15.95, ATR: 0.0060, BBW: 0.09, Score: [4, 2, 3], Dist: 2.45
2011-07-08, Steady Climb, 5d%: +1.75%, MA20: +3.84, RSI: 74.3, VIX: 15.95, ATR: 0.0048, BBW: 0.09, Score: [3, 2, 3], Dist: 1.73
2011-07-11, Steady Climb, 5d%: -1.51%, MA20: +4.43, RSI: 62.4, VIX: 18.39, ATR: 0.0018, BBW: 0.09, Score: [1, 1, 2], Dist: 1.00
2011-07-12, Steady Climb, 5d%: -1.81%, MA20: +4.30, RSI: 55.8, VIX: 19.87, ATR: -0.0025, BBW: 0.09, Score: [1, 1, 2], Dist: 1.00
2011-07-13, Steady Climb, 5d%: -1.61%, MA20: +4.02, RSI: 60.1, VIX: 19.91, ATR: -0.0064, BBW: 0.09, Score: [1, 1, 2], Dist: 1.00
2011-07-14, Trend Pullback, 5d%: -3.28%, MA20: +4.00, RSI: 58.1, VIX: 20.80, ATR: -0.0077, BBW: 0.08, Score: [0, 1, 1], Dist: 1.41
2011-07-15, Steady Climb, 5d%: -2.06%, MA20: +3.45, RSI: 66.1, VIX: 19.53, ATR: -0.0054, BBW: 0.08, Score: [0, 2, 2], Dist: 2.24
2011-07-18, Steady Climb, 5d%: -1.06%, MA20: +2.97, RSI: 58.6, VIX: 20.95, ATR: -0.0009, BBW: 0.07, Score: [1, 1, 1], Dist: 1.41
2011-07-19, Steady Climb, 5d%: +1.00%, MA20: +2.33, RSI: 59.9, VIX: 19.21, ATR: -0.0014, BBW: 0.07, Score: [3, 1, 2], Dist: 1.00
2011-07-20, Steady Climb, 5d%: +0.62%, MA20: +2.05, RSI: 56.5, VIX: 19.09, ATR: 0.0011, BBW: 0.07, Score: [3, 1, 2], Dist: 1.00
2011-07-21, Steady Climb, 5d%: +2.67%, MA20: +1.96, RSI: 57.9, VIX: 17.56, ATR: 0.0033, BBW: 0.07, Score: [4, 1, 2], Dist: 2.00
2011-07-22, Steady Climb, 5d%: +2.19%, MA20: +1.94, RSI: 52.1, VIX: 17.52, ATR: 0.0056, BBW: 0.07, Score: [4, 1, 2], Dist: 2.00
2011-07-25, Steady Climb, 5d%: +2.45%, MA20: +1.80, RSI: 49.8, VIX: 19.35, ATR: 0.0072, BBW: 0.06, Score: [4, 0, 2], Dist: 2.24
2011-07-26, Steady Climb, 5d%: +0.39%, MA20: +1.22, RSI: 47.4, VIX: 20.23, ATR: 0.0030, BBW: 0.05, Score: [2, 0, 1], Dist: 1.41
2011-07-27, Orderly Decline, 5d%: -1.58%, MA20: +0.64, RSI: 34.1, VIX: 22.98, ATR: 0.0004, BBW: 0.05, Score: [1, -2, 1], Dist: 3.16
2011-07-28, Orderly Decline, 5d%: -3.21%, MA20: -0.14, RSI: 35.3, VIX: 23.74, ATR: -0.0070, BBW: 0.05, Score: [-2, -2, 1], Dist: 1.00
2011-07-29, Sharp Decline, 5d%: -3.92%, MA20: -0.82, RSI: 39.6, VIX: 25.25, ATR: -0.0094, BBW: 0.05, Score: [-4, -2, 0], Dist: 2.24
2011-08-01, Orderly Decline, 5d%: -3.78%, MA20: -1.41, RSI: 39.8, VIX: 23.66, ATR: -0.0094, BBW: 0.06, Score: [-4, -2, 1], Dist: 2.24
2011-08-02, Orderly Decline, 5d%: -5.85%, MA20: -1.72, RSI: 30.0, VIX: 24.79, ATR: -0.0082, BBW: 0.07, Score: [-4, -2, 1], Dist: 2.24
2011-08-03, Orderly Decline, 5d%: -3.41%, MA20: -2.46, RSI: 34.5, VIX: 23.38, ATR: -0.0092, BBW: 0.08, Score: [-4, -2, 1], Dist: 2.24
2011-08-04, Sharp Decline, 5d%: -7.73%, MA20: -2.96, RSI: 22.3, VIX: 31.66, ATR: -0.0099, BBW: 0.11, Score: [-4, -2, 0], Dist: 2.24
2011-08-05, Sharp Decline, 5d%: -7.19%, MA20: -3.98, RSI: 23.4, VIX: 32.00, ATR: -0.0176, BBW: 0.13, Score: [-4, -2, 0], Dist: 2.24
2011-08-08, Sharp Decline, 5d%: -13.01%, MA20: -4.93, RSI: 9.9, VIX: 48.00, ATR: -0.0205, BBW: 0.18, Score: [-4, -2, 0], Dist: 2.24
2011-08-09, Sharp Decline, 5d%: -6.50%, MA20: -7.19, RSI: 25.3, VIX: 35.06, ATR: -0.0282, BBW: 0.20, Score: [-4, -2, 0], Dist: 2.24
